Primitive 0: brush_idx=0, t=[263,278], theta=64.3224383420318, color=[0.0980222,0.050267838,0.115490444]
Primitive 1: brush_idx=0, t=[493,264], theta=45.582824433195654, color=[0.088348456,0.06541744,0.1397957]
Primitive 2: brush_idx=0, t=[571,266], theta=76.9297742905529, color=[0.16010243,0.14210933,0.2175753]
Primitive 3: brush_idx=0, t=[123,108], theta=59.73644043948255, color=[0.42684692,0.11300444,0.12597123]
Primitive 4: brush_idx=0, t=[592,231], theta=107.65435122729104, color=[0.22351326,0.23118795,0.3454539]
Primitive 5: brush_idx=0, t=[625,246], theta=121.71976239123204, color=[0.20196867,0.21307182,0.29357642]
Primitive 6: brush_idx=0, t=[239,62], theta=65.36736460114953, color=[0.44539398,0.19407277,0.37596056]
Primitive 7: brush_idx=0, t=[531,72], theta=50.4168157700629, color=[0.3116662,0.42411703,0.5951047]
Primitive 8: brush_idx=0, t=[596,290], theta=66.98837416636526, color=[0.23506376,0.21838638,0.30643654]
Primitive 9: brush_idx=0, t=[603,259], theta=55.7526118823775, color=[0.26325455,0.25679132,0.34519818]
Primitive 10: brush_idx=0, t=[625,241], theta=-10.056278793121624, color=[0.24068789,0.23904018,0.31023008]
Primitive 11: brush_idx=0, t=[171,383], theta=33.80284893799846, color=[0.33327368,0.22559468,0.34534234]
Primitive 12: brush_idx=0, t=[254,284], theta=43.131983572911196, color=[0.34360188,0.23847912,0.29594797]
Primitive 13: brush_idx=0, t=[285,269], theta=159.2533719119082, color=[0.37308758,0.22086197,0.28736976]
Primitive 14: brush_idx=0, t=[540,39], theta=105.27449171690287, color=[0.421987,0.5315078,0.70372]
Primitive 15: brush_idx=0, t=[268,249], theta=19.70288639821632, color=[0.40222022,0.24443312,0.2812598]
Primitive 16: brush_idx=0, t=[343,395], theta=35.46200053511424, color=[0.2510175,0.22619165,0.33024684]
Primitive 17: brush_idx=0, t=[610,270], theta=-7.064461744459024, color=[0.262457,0.2546803,0.3425235]
Primitive 18: brush_idx=0, t=[625,213], theta=25.9125309409783, color=[0.28073776,0.30418685,0.40683585]
Primitive 19: brush_idx=0, t=[566,0], theta=114.73750976761265, color=[0.418579,0.53873175,0.8143502]
Primitive 20: brush_idx=0, t=[625,259], theta=137.35292998717472, color=[0.26546556,0.24432163,0.3321904]
Primitive 21: brush_idx=0, t=[578,0], theta=45.6633190585992, color=[0.4125395,0.53141487,0.8095099]
Primitive 22: brush_idx=0, t=[625,214], theta=-99.76613960932303, color=[0.2956103,0.3261252,0.40947905]
Primitive 23: brush_idx=0, t=[596,263], theta=30.71990136589706, color=[0.27039748,0.24435432,0.33495867]
Primitive 24: brush_idx=0, t=[625,240], theta=32.2002426644662, color=[0.28144622,0.3014019,0.37089083]
Primitive 25: brush_idx=0, t=[625,240], theta=139.05018912058517, color=[0.28113565,0.27935168,0.36157033]
Primitive 26: brush_idx=0, t=[520,0], theta=238.82699253100492, color=[0.51068795,0.5764413,0.8097125]
Primitive 27: brush_idx=0, t=[576,27], theta=117.7083157804619, color=[0.3790088,0.48260882,0.69753826]
Primitive 28: brush_idx=0, t=[570,395], theta=-21.370038330389523, color=[0.24680513,0.21818727,0.32070482]
Primitive 29: brush_idx=0, t=[625,273], theta=148.54313927002326, color=[0.25523195,0.2396807,0.331297]
Primitive 30: brush_idx=0, t=[609,247], theta=88.73644400194921, color=[0.30634126,0.32323718,0.3863704]
Primitive 31: brush_idx=0, t=[625,247], theta=102.75638389598865, color=[0.26087353,0.25680497,0.36231068]
Primitive 32: brush_idx=0, t=[541,0], theta=108.395996104985, color=[0.45645133,0.5704242,0.83109987]
Primitive 33: brush_idx=0, t=[607,22], theta=-22.12267386364102, color=[0.3495497,0.4521867,0.7091106]
Primitive 34: brush_idx=0, t=[612,273], theta=80.85260028461883, color=[0.27109364,0.24599446,0.3230524]
Primitive 35: brush_idx=0, t=[625,283], theta=110.76046711678983, color=[0.25064436,0.23399088,0.3333471]
Primitive 36: brush_idx=0, t=[534,0], theta=83.26270805619733, color=[0.4693377,0.57457846,0.8239389]
Primitive 37: brush_idx=0, t=[625,285], theta=35.358442787272665, color=[0.25877136,0.2416075,0.33595312]
Primitive 38: brush_idx=0, t=[619,271], theta=68.36462417103675, color=[0.2733951,0.27406168,0.3483114]
Primitive 39: brush_idx=0, t=[615,266], theta=150.01593742846256, color=[0.27818945,0.26635864,0.3554984]
Primitive 40: brush_idx=0, t=[625,273], theta=22.895102784240088, color=[0.2562664,0.24233401,0.33263114]
Primitive 41: brush_idx=0, t=[625,276], theta=3.972180421796466, color=[0.2626795,0.24869825,0.34356394]
Primitive 42: brush_idx=0, t=[516,0], theta=94.26162324450479, color=[0.5143873,0.58600646,0.81752783]
Primitive 43: brush_idx=0, t=[625,266], theta=256.81821547018075, color=[0.28045088,0.2760769,0.35721484]
Primitive 44: brush_idx=0, t=[267,258], theta=155.34613938377157, color=[0.3730302,0.25556952,0.25610468]
Primitive 45: brush_idx=0, t=[625,0], theta=137.47217696345757, color=[0.3541828,0.45113212,0.7142676]
Primitive 46: brush_idx=0, t=[230,236], theta=23.772398112359742, color=[0.40132797,0.25004467,0.2864387]
Primitive 47: brush_idx=0, t=[344,251], theta=72.50292844463405, color=[0.35945258,0.27473715,0.3316437]
Primitive 48: brush_idx=0, t=[611,257], theta=131.22575862666775, color=[0.2899644,0.27799577,0.36840686]
Primitive 49: brush_idx=0, t=[570,22], theta=153.97719984854996, color=[0.41491175,0.5401334,0.76785266]
Primitive 50: brush_idx=0, t=[625,266], theta=99.75492476324499, color=[0.269309,0.2567451,0.34510916]
Primitive 51: brush_idx=0, t=[625,268], theta=-8.567382939851015, color=[0.26456934,0.25064144,0.3489487]
Primitive 52: brush_idx=0, t=[574,0], theta=45.60084983177162, color=[0.4300663,0.5475922,0.8167656]
Primitive 53: brush_idx=0, t=[625,0], theta=82.23573643164654, color=[0.40092108,0.4524998,0.7533227]
Primitive 54: brush_idx=0, t=[613,256], theta=118.6594320237281, color=[0.29094553,0.29190704,0.37174326]
Primitive 55: brush_idx=0, t=[568,0], theta=215.29168887892487, color=[0.4372946,0.55855775,0.8131243]
Primitive 56: brush_idx=0, t=[625,263], theta=-21.07101703895414, color=[0.2566958,0.2465263,0.34048456]
Primitive 57: brush_idx=0, t=[625,0], theta=26.848754332676013, color=[0.40025288,0.4899895,0.7957285]
Primitive 58: brush_idx=0, t=[625,225], theta=63.60418776515685, color=[0.30082113,0.33357662,0.40984774]
Primitive 59: brush_idx=0, t=[625,236], theta=76.15773837181433, color=[0.29004988,0.28577077,0.38012025]
Primitive 60: brush_idx=0, t=[525,0], theta=139.6535830792514, color=[0.48519698,0.572891,0.8144631]
Primitive 61: brush_idx=0, t=[625,274], theta=87.21461973983888, color=[0.26311833,0.24212846,0.3274575]
Primitive 62: brush_idx=0, t=[625,268], theta=137.41848940244563, color=[0.27899182,0.27495962,0.36266893]
Primitive 63: brush_idx=0, t=[625,267], theta=129.68828931708038, color=[0.26494336,0.24973086,0.3489692]
Primitive 64: brush_idx=0, t=[507,0], theta=25.02871247968882, color=[0.51320887,0.5843997,0.8101488]
Primitive 65: brush_idx=0, t=[571,15], theta=40.96521578945197, color=[0.42866048,0.5604586,0.80096257]
Primitive 66: brush_idx=0, t=[625,231], theta=-62.05205782406952, color=[0.30181554,0.32938644,0.40719062]
Primitive 67: brush_idx=0, t=[603,274], theta=49.48929735935955, color=[0.27854887,0.25022066,0.3413285]
Primitive 68: brush_idx=0, t=[625,247], theta=101.29734131581174, color=[0.29098696,0.31128183,0.38326582]
Primitive 69: brush_idx=0, t=[625,234], theta=25.92219119598304, color=[0.2955408,0.30045548,0.39348385]
Primitive 70: brush_idx=0, t=[561,0], theta=147.58366483134913, color=[0.45722985,0.5767309,0.83767223]
Primitive 71: brush_idx=0, t=[625,225], theta=38.340707114874284, color=[0.30293545,0.315155,0.41108862]
Primitive 72: brush_idx=0, t=[529,0], theta=37.64951472850258, color=[0.50344306,0.57333314,0.8040885]
Primitive 73: brush_idx=0, t=[625,267], theta=68.24626669012392, color=[0.27064395,0.24545072,0.33459026]
Primitive 74: brush_idx=0, t=[562,4], theta=160.17695335007707, color=[0.44300094,0.5759575,0.8294219]
Primitive 75: brush_idx=0, t=[625,249], theta=156.28799053046848, color=[0.29026628,0.29603451,0.3929784]
Primitive 76: brush_idx=0, t=[625,239], theta=107.6282078519447, color=[0.2951531,0.3033174,0.37740543]
Primitive 77: brush_idx=0, t=[506,0], theta=-6.318043874776887, color=[0.5152139,0.5645023,0.8051532]
Primitive 78: brush_idx=0, t=[625,0], theta=78.40193935723839, color=[0.35337517,0.45316797,0.7640845]
Primitive 79: brush_idx=0, t=[625,257], theta=142.3554940487587, color=[0.25567302,0.24418601,0.33587405]
Primitive 80: brush_idx=0, t=[505,0], theta=138.14062102294707, color=[0.51596534,0.58559966,0.8039748]
Primitive 81: brush_idx=0, t=[576,0], theta=-3.176264743769113, color=[0.44687605,0.567079,0.8299648]
Primitive 82: brush_idx=0, t=[577,258], theta=155.3054014636469, color=[0.2796263,0.27265954,0.33797657]
Primitive 83: brush_idx=0, t=[625,242], theta=51.03394535559542, color=[0.292492,0.30665126,0.38348728]
Primitive 84: brush_idx=0, t=[625,241], theta=126.42140546265983, color=[0.29164618,0.2938074,0.38055453]
Primitive 85: brush_idx=0, t=[519,0], theta=12.582280099027884, color=[0.5200345,0.59167457,0.824059]
Primitive 86: brush_idx=0, t=[621,262], theta=68.30792721816927, color=[0.27954483,0.25931287,0.35401088]
Primitive 87: brush_idx=0, t=[625,246], theta=76.18867616860196, color=[0.29548755,0.31331426,0.3803305]
Primitive 88: brush_idx=0, t=[517,0], theta=157.01149666871154, color=[0.49046615,0.57005876,0.8143538]
Primitive 89: brush_idx=0, t=[625,266], theta=54.238585266379836, color=[0.26505825,0.23925029,0.35077563]
Primitive 90: brush_idx=0, t=[610,275], theta=142.38284606386964, color=[0.26312882,0.25395042,0.3318963]
Primitive 91: brush_idx=0, t=[625,282], theta=-46.244077306486595, color=[0.26579833,0.24974227,0.34319106]
Primitive 92: brush_idx=0, t=[567,0], theta=-42.435198104101325, color=[0.43178064,0.556404,0.8198636]
Primitive 93: brush_idx=0, t=[599,245], theta=60.949806723108765, color=[0.29060745,0.27820262,0.3523709]
Primitive 94: brush_idx=0, t=[625,245], theta=99.7257812554171, color=[0.29562196,0.2963385,0.39927313]
Primitive 95: brush_idx=0, t=[625,277], theta=148.56500272896528, color=[0.25777936,0.23805328,0.32803735]
Primitive 96: brush_idx=0, t=[523,0], theta=101.90271898818297, color=[0.48859435,0.580182,0.82218874]
Primitive 97: brush_idx=0, t=[625,239], theta=145.3154450748532, color=[0.3051209,0.33231845,0.3999466]
Primitive 98: brush_idx=0, t=[564,0], theta=28.282858900072867, color=[0.4498653,0.5761521,0.83957964]
Primitive 99: brush_idx=0, t=[611,241], theta=60.7779824191573, color=[0.28096476,0.26416674,0.3610027]
Primitive 100: brush_idx=0, t=[625,265], theta=-27.34316066232448, color=[0.25957942,0.24997853,0.34101668]
Primitive 101: brush_idx=0, t=[552,24], theta=-9.592730572058468, color=[0.41389117,0.5275975,0.74232835]
Primitive 102: brush_idx=0, t=[625,234], theta=126.44274694853897, color=[0.2861091,0.29768476,0.3721277]
Primitive 103: brush_idx=0, t=[530,0], theta=89.45518734827571, color=[0.4737211,0.5597513,0.81254375]
Primitive 104: brush_idx=0, t=[625,233], theta=69.86687374104949, color=[0.29937825,0.30763757,0.39782545]
Primitive 105: brush_idx=0, t=[585,6], theta=154.12591148251883, color=[0.42764556,0.54666764,0.8073545]
Primitive 106: brush_idx=0, t=[625,266], theta=85.72926887494724, color=[0.25957924,0.23769064,0.33618227]
Primitive 107: brush_idx=0, t=[622,265], theta=104.53395641765663, color=[0.2726783,0.26106027,0.35908738]
Primitive 108: brush_idx=0, t=[600,281], theta=123.54376045415842, color=[0.26437274,0.25064003,0.33172587]
Primitive 109: brush_idx=0, t=[540,0], theta=45.528232066066266, color=[0.46856242,0.5709922,0.8235021]
Primitive 110: brush_idx=0, t=[584,249], theta=161.5125780320783, color=[0.2990034,0.29114544,0.36451235]
Primitive 111: brush_idx=0, t=[625,243], theta=57.258305351033435, color=[0.30017936,0.312808,0.39671686]
Primitive 112: brush_idx=0, t=[625,271], theta=168.8939055735817, color=[0.26542917,0.23932338,0.33184212]
Primitive 113: brush_idx=0, t=[549,0], theta=164.8380237638144, color=[0.45673737,0.5725869,0.8254674]
Primitive 114: brush_idx=0, t=[609,268], theta=36.96009077188003, color=[0.2866445,0.28251553,0.36491156]
Primitive 115: brush_idx=0, t=[625,0], theta=34.552966948789916, color=[0.3939461,0.4852554,0.7930527]
Primitive 116: brush_idx=0, t=[624,241], theta=132.7535803961286, color=[0.29191536,0.30728576,0.37779534]
Primitive 117: brush_idx=0, t=[510,1], theta=119.34756769833382, color=[0.5258722,0.575589,0.80284625]
Primitive 118: brush_idx=0, t=[625,233], theta=0.7708494722664145, color=[0.29535824,0.30325878,0.39548793]
Primitive 119: brush_idx=0, t=[625,261], theta=62.06391765416687, color=[0.2756545,0.25347188,0.34969518]
Primitive 120: brush_idx=0, t=[558,0], theta=-3.2691369130328454, color=[0.45582506,0.5844235,0.8393854]
Primitive 121: brush_idx=0, t=[625,358], theta=123.10916646547372, color=[0.24840751,0.23324437,0.3200326]
Primitive 122: brush_idx=0, t=[154,119], theta=165.9936338076538, color=[0.5174951,0.18187249,0.24930489]
Primitive 123: brush_idx=0, t=[625,259], theta=91.91857018705173, color=[0.2792967,0.26958907,0.37393978]
Primitive 124: brush_idx=0, t=[625,277], theta=49.50840896041885, color=[0.27255133,0.26348475,0.33698153]
Primitive 125: brush_idx=0, t=[622,234], theta=82.44134368522604, color=[0.30658266,0.3326089,0.41530704]
Primitive 126: brush_idx=0, t=[479,0], theta=122.79002251402932, color=[0.48825207,0.57915133,0.83703196]
Primitive 127: brush_idx=0, t=[625,233], theta=88.70229009461711, color=[0.2920534,0.29420575,0.39032015]
Primitive 128: brush_idx=0, t=[515,4], theta=-9.718597945610654, color=[0.4665425,0.5774923,0.8221788]
Primitive 129: brush_idx=0, t=[353,242], theta=22.14646354645126, color=[0.3705101,0.27232805,0.3326093]
Primitive 130: brush_idx=0, t=[625,274], theta=225.43295045565688, color=[0.26749867,0.24344452,0.32889718]
Primitive 131: brush_idx=0, t=[608,262], theta=93.57805814863045, color=[0.29172298,0.28890157,0.371279]
Primitive 132: brush_idx=0, t=[625,277], theta=123.43615444212624, color=[0.26352602,0.24453118,0.3382085]
Primitive 133: brush_idx=0, t=[625,252], theta=73.23510898462874, color=[0.27173343,0.27348456,0.36121276]
Primitive 134: brush_idx=0, t=[525,0], theta=2.8817898248029366, color=[0.47483507,0.5982676,0.8499313]
Primitive 135: brush_idx=0, t=[625,395], theta=29.701938261360496, color=[0.31630403,0.25593507,0.38660312]
Primitive 136: brush_idx=0, t=[617,249], theta=-8.403274704033834, color=[0.27369678,0.27788135,0.35964185]
Primitive 137: brush_idx=0, t=[170,118], theta=122.03283426474476, color=[0.5176016,0.20449188,0.2789302]
Primitive 138: brush_idx=0, t=[305,284], theta=29.40834680468908, color=[0.32488996,0.23429695,0.27762464]
Primitive 139: brush_idx=0, t=[625,0], theta=105.52390010808728, color=[0.38212425,0.48056394,0.7534274]
Primitive 140: brush_idx=0, t=[473,0], theta=185.68469188999833, color=[0.50155866,0.5902574,0.8396053]
Primitive 141: brush_idx=0, t=[625,248], theta=54.4688380456122, color=[0.2771039,0.27179676,0.35165167]
Primitive 142: brush_idx=0, t=[568,0], theta=9.4201132911818, color=[0.45618764,0.5827062,0.84462047]
Primitive 143: brush_idx=0, t=[305,280], theta=167.5971079584461, color=[0.33719262,0.2419872,0.28710866]
Primitive 144: brush_idx=0, t=[118,96], theta=133.38065691545734, color=[0.54895264,0.1732819,0.20367059]
Primitive 145: brush_idx=0, t=[148,108], theta=53.070860922925036, color=[0.54282767,0.19476703,0.24565075]
